annual_sales_quant,avg_sales_price,category,color,condition,description,highest_bid,lowest_ask,product_title,release_date,retail_price,style,ticker,year_high,year_low,,
1,30,collectibles,,Graded,,15,30,Shaquille O'Neal 1992 Topps Rookie #362,,,, TP-SO1TR92,30,30,,
879,155,streetwear,,New,"BAPE and Adidas have come together again for a small collection of football gear, but this time it’s the American kind. Releasing apparel, accessories, and footwear; the collection features Shark Hoodies, jerseys, cleats, Ultra-boosts, tights, gloves, a helmet, and a football. This green football jersey features a classic BAPE camo pattern with an American Flag BAPE logo on the shoulders, gold accents, and adidas branding throughout the rest of the jersey. The collection was released in honor of the 2019 Superbowl in Atlanta and dropped only one day before, releasing on February second, 2019. The jersey retailed at $200 USD.",105,100,BAPE x adidas SB Jersey Green,2/2/19 0:00,200,, BA-XASBJGN,300,81,,
135,173,streetwear,,New,,150,156,Supreme LACOSTE Small Messenger Bag Black,9/26/19 0:00,128,, SUP-LASMBBK,195,150,,
538,53,streetwear,,New,,51,60,Travis Scott MJ 2 Tee Black,4/30/19 0:00,45,, TS-MJ2TBK,174,35,,
3339,98,streetwear,,New,,80,90,Supreme Waist Bag (FW18) Black,8/20/18 0:00,88,, SP-WBFW18BK,115,75,,
1904,28,streetwear,,New,"Looking for a new subtle flex? Supreme has been collaborating with Hanes on branded basics for years, delivering boxer briefs, tagless tee shirts, and socks for anyone looking to upgrade their basics in a major way. The Supreme Hanes Crew Sock 4 Pack features a Supreme Logo along the band of the sock. The four pack of white socks has released numerous times throughout the years and retailed for $20 USD.",21,28,Supreme Hanes Crew Socks Crew Socks (4 Pack) White,,20,, SP-HCS4PWT,42,16,,
524,154,streetwear,,New,,195,184,FEAR OF GOD ESSENTIALS Photo Pullover Hoodie (FW19) Black,8/16/19 0:00,100,, FOG-ESPPHBK,239,120,,
1,200,collectibles,,New,,140,225,Kith x Diamond Supply Co. Skateboard Deck Black,,,, KTH-XDSCSBK,200,200,,
1,150,collectibles,,New,,,182,Bearbrick Captain Tsubassa Hyuga Kojiro 100% & 400% Black,,125,, BB-CATHK1BK,150,150,,
1,175,collectibles,,New,,185,444,KAWS Bearbrick Dissected 100% Grey,,,, K-BED1GY,175,175,,
392,63,streetwear,,New,,62,56,FEAR OF GOD ESSENTIALS Photo T-shirt White,8/16/19 0:00,45,, FOG-ESPTWH,100,45,,
734,71,streetwear,,New,"Supreme's Mary J. Blige Tee released as a part of the brand's FW19 debut and was met with immediate demand. The tee features an image of Blige that appears to be the same as the cover of her 1992 album ""What's The 411?"" but zoomed in on her face more than the album cover. Her signature and the word Supreme is also laid over the image. The Supreme Mary J. Blige Tee released on August 22nd, 2019 and retailed at $48 USD.",51,53,Supreme Mary J. Blige Tee White,8/22/19 0:00,48,, SUP-MAJBTWH,155,45,,
22,365,streetwear,,New,,325,372,BAPE x Mitchell & Ness Yankees Jacket Blue,9/27/19 0:00,,, B-XMNYJBL,530,105,,
1239,49,streetwear,,New,,40,45,Supreme Nike NBA Headband Red,7/5/19 0:00,30,, SUP-NINHRD,65,36,,
543,81,streetwear,,New,,200,88,Nike Kyrie x Spongebob Dri-Fit Hoodie Dynamic Yellow,8/8/19 0:00,60,, NK-KSDFHDYL,150,55,,
920,197,streetwear,,New,"Potentially the most anticipated and hyped collaborative effort made and released by Supreme as a part of their FW19 Week one drop is the Supreme x Timex Digital Watch. The watches released in two colorways, gold and silver, features a printed logo digital screen, and is water resistant up to 99 feet. The Supreme Timex Digital Watch released on August 22nd, 2019 and retailed for $68 USD. ",185,197,Supreme Timex Digital Watch Gold,8/22/19 0:00,68,, SUP-TIDWGLD,260,121,,
92,306,streetwear,,New,,305,229,Kith x Nobu Multi Logo Hoodie Black,9/30/19 0:00,160,, KTH-XNMLHBK,391,190,,
20,43,streetwear,,New,,37,36,Nike Dri-Fit LeBron James More Than an Athlete Tee Black,,35,, NK-DFLJMTAATBK,45,37,,
499,145,streetwear,,New,"Fresh off delivering his retrospective exhibition at MCA Chicago and showing his Off-White and LV Menswear collections in Paris, Virgil Abloh added even more to his already action-packed month of June, 2019. Collaborating with Nike yet again, this time Virgil delivered a women's running capsule containing tops and bottoms in two colorways, Photo Blue and Vast Grey. The Easy Run Top features Off-White and Nike branding on both the front and back. The Vast Grey Off-White x Nike Women's Easy Run Top released on June 26th, 2019 and retailed at $150 USD.",180,150,OFF-WHITE x Nike Women's Easy Run Top Vast Grey,6/24/19 0:00,150,, NK-OWWERTPVGY,250,90,,
68,119,streetwear,,New,,100,105,Travis Scott Look Mom I Can Fly Hoodie Black,8/30/19 0:00,100,, TS-LOMICFHBK,200,92,,
1,650,collectibles,,New,,396,625,Cote Escriva Creepy Goofy Vinyl Figure Multi,,,, CEV-CRGVFMTI,650,650,,
440,54,streetwear,,New,,48,68,Supreme NFL x Raiders x '47 Beanie Black,4/18/19 0:00,38,, SUP-NFXRXBBK,79,42,,
405,58,streetwear,,New,"Like the sun comes up every morning, Supreme drops bags on Week One of each season and FW19 was no exception. FW19's Shoulder Bags released in four different colorways and feature Supreme branding on a water resistant 5.5"" x 8.25"" 630D HT Cordura Nylon bag. The Supreme Shoulder Bag (FW19) released on August 22nd, 2019 and retailed for $48 USD.",51,54,Supreme Shoulder Bag (FW19) Real Tree Camo,8/22/19 0:00,48,, SUP-SHBTCMO,95,50,,
1,80,collectibles,,New,This product has individual differences for water transfer printing,125,225,Bearbrick Pushead Blue Water 100% & 400% Set Multi,,96,, BB-PUBW14MTI,80,80,,
99,185,streetwear,,New,,186,166,Supreme Cop Car Hooded Sweatshirt Ash Grey,9/26/19 0:00,158,, SUP-COCHHSAG,240,157,,
1,75,collectibles,,New,,27,,Palace Fairfax Pro S13 8.06 Skateboard Deck Multi,10/5/18 0:00,53,, PL-FPS13806DMC,75,75,,
364,36,streetwear,,New,"In honor of what is potentially the most iconic Nickelodeon show ever, Nike and Kyrie Irving have come together with Nickelodeon to release a capsule of shoes and apparel centered around SpongeBob SquarePants. Coinciding with the shows 20th anniversary, the brands released several Kyrie Irving 5's as well as two Dri-Fit hoodies, two tees, three backpacks, and a pair of socks. The Black Nike Kyrie x Spongebob Dri-Fit Patrick Star Tee features Patrick Star on a black tee with a spinning basketball on his head. The Nike Kyrie x Spongebob Dri-Fit Patrick Star Tee Black released on August 8th, 2019 and retailed at $25 USD.",30,30,Nike Kyrie x Spongebob Dri-Fit Patrick Star Tee Black,8/8/19 0:00,25,, NK-KXSDFPSTBK,77,15,,
2,56,collectibles,,New,,37,56,BAPE Cleveren 200% Bearbrick Jack Skellington Air Freshener Black,,,, B-CL2BJSABK,56,56,,
1,380,collectibles,,New,,385,,Bearbrick x SAW Doll Glow In The Dark Version 400% Black,,45,, BB-XSDGITBK,380,380,,
1,722,collectibles,,New,,875,1200,Bearbrick x Dark Knight The Joker 1000% Multi,,331,, BB-XDKTJ1MTI,722,722,,
4,238,collectibles,,New,"Born in Tucson, Arizona, Raymond Pettibon came to prominence for his work in the punk rock scene in the 1980s. He is most well known for his creation of the Black Flag logo. His drawings are often comic-like in nature, but feature harsh and ironic text alongside the stark black and white images. It's not unusual for Pettibon to depict violent acts or include anti-authoritarian imagery in his art. In this deck, titled ""Bang"", he depicts a man holding a gun just after shooting a bird. An important figure in both the art and punk-rock scene, you'll definitely want to add this Supreme deck to your collection.",130,235,Supreme Raymond Pettibon Bang Skateboard Deck Multi,9/18/14 0:00,78,, SP-RPBSM,289,192,,
1,219,collectibles,,New,,170,195,Slick Love Gloves OG Edition Sculpture White/Black,9/1/19 0:00,,, SLK-LOGOESWBK,219,219,,
773,159,streetwear,,New,,175,155,FEAR OF GOD Essentials Side Stripe Sweatpants Black,11/30/18 0:00,100,, FG-ESSSBK,411,94,,
4,193,collectibles,,New,,160,290,Daniel Arsham Snark Park Totem Figure White,,,, DA-SNPTFWH,220,150,,
1135,38,streetwear,,New,,37,37,Supreme Hanes Leopard Boxer Briefs (2 Pack) Leopard,2/21/19 0:00,28,, SUP-HALBBPLEO,54,22,,
4,455,collectibles,,New,"Please note: Due to the age and nature of this product, small surface scratches, dust, and/or minor flaws may exist.",160,345,KAWS x Medicom Bus Stop Series Volume 4 Vinyl Toy White/Green,,,, KW-XMBSSV4VTSGN,649,300,,
4,584,collectibles,,New,,365,570,Bearbrick x The Shining 1000% Multi,,438,, BB-XTS1MTI,725,480,,
4,742,collectibles,,New,,620,886,Bearbrick x Andy Warhol Camo Version 1000% Multi,,429,, BB-XAWCV1MTI,885,626,,
2,227,collectibles,,New,,,199,Bearbrick Nagnagnag Yotsume 400% Green,,124,, BB-NAY4GN,230,225,,
4,1338,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",901,1300,Daniel Arsham Crystal Relic 1 Baseball Hat Translucent,,1200,, DA-CRR1TLCT,1450,1200,,
539,113,streetwear,,New,"Like the sun comes up every morning, Supreme drops bags on Week One of each season and FW19 was no exception. FW19's waistbags released in four different colorways and feature Supreme branding on a water resistant 6L 630D HT Cordura Nylon bag. The Supreme Waist Bag (FW19) released on August 22nd, 2019 and retailed for $88 USD.",97,105,Supreme Waist Bag (FW19) Black,8/22/19 0:00,88,, SP-WBFW19BK,145,95,,
5,654,collectibles,,New,,413,560,Bearbrick x It Pennywise 1000% Multi,,429,, BB-XIP1MTI,1100,480,,
4,250,collectibles,,New,,105,325,The Hundreds Kai Kai Backpack White,11/3/18 0:00,250,, CC-KKBCKPCK-WH,295,220,,
2,73,collectibles,,New,,60,,Palace Hatman 8.125 Skateboard Deck Pink,2/9/18 0:00,53,, PL-H8125DPK,80,65,,
5,40,collectibles,,New,,20,77,KAWS GONE Notebook Multi,9/19/19 0:00,7,, K-GONMTI,54,27,,
5,98,collectibles,,New,,105,128,Bearbrick Steve Caballero 100% & 400% Set Orange,,108,, BB-STC14SOG,111,66,,
2,123,collectibles,,New,,100,290,Takashi Murakami Flower Plush 30 CM Blue/Pink,11/3/18 0:00,100,, CX-FP30CBPK,140,105,,
5,314,collectibles,,New,,,250,Futura Laboratories Beyond The Streets Exclusive Skateboard Deck Red,,,, FTR-LABTSESRD,500,260,,
5,246,collectibles,,New,"Flexing their muscle as a brand with worldwide relevance, Supreme released this White ""International"" skate deck, alongside three other colors in their Spring/Summer 2015 collection. The deck features a list of twelve cities, which include several of their retail locations such as New York, Tokyo, Paris, and London. A handful of other cities including Montreal, Shanghai, Moscow, Madrid, and others are listed, further cementing that fact that Supreme is important regardless of what cities they have stores in. If you're looking to go global just like Supreme, grab a set of the International skateboards today.",190,600,Supreme International Skateboard Deck White,2/26/15 0:00,49,, SUP-INTL-SB-WH,400,140,,
4,136,collectibles,,New,,150,350,BAPE XXV Cities Camo Skateboard Deck Green,9/29/18 0:00,160,, BA-XCCSGN,160,105,,
3,37,collectibles,,Graded,,30,18,Pete Alonso 2019 Topps Rookie #475,,,, TP-PA2TR19,50,30,,
3,56,collectibles,,New,,35,56,BAPE Cleveren 200% Bearbrick Storm Trooper Air Freshener White,,,, B-CL2BSTAWH,56,56,,
5,140,collectibles,,New,,131,199,Bearbrick 3. Paradis x Roarguns 100% & 400% Set Clear Black,,108,, BB-3PXR1CBK,151,129,,
3,31,collectibles,,New,,,40,Bearbrick Charlie Brown 100% Beige,7/1/17 0:00,15,, BB-CHB1BGE,35,27,,
5,392,collectibles,,New,,240,400,BAPE x Barbie Doll Pink,4/6/19 0:00,200,, B-XBDPK,519,250,,
3,1520,collectibles,,New,"Please note: Box/packaging and applicable accessories must be included.
Please note: Due to the nature of this product, slight variations may occur.",640,1800,Daniel Arsham Future Relic 04 Cassette Tape White,,,, DA-FUR0CTWH,2000,1132,,
4,67,collectibles,,New,,54,61,KAWS BFF Magnet Set Multi,9/19/19 0:00,15,, K-BFMSMTI,68,64,,
3,468,collectibles,,New,,480,599,Bearbrick x Mika Ninagawa Yosakura 1000% Multi,,438,, BB-XMNY1MTI,600,305,,
3,683,collectibles,,New,,550,1102,Bearbrick x Ted 1000% Brown,,331,, BB-XT1BRN,700,675,,
5,193,collectibles,,New,,50,224,BAPE x Undefeated Hawaiian Collection Skateboard Skateboard Deck Island Green,,159,, BA-XUHCSDIGN,290,130,,
3,1482,collectibles,,New,,1200,5000,Bearbrick x Bape x Mika Ninagawa Shark 1000% Green,,1120,, BBK-XBMNS1000GN,1600,1326,,
3,817,collectibles,,New,,681,999,Bearbrick Moon 1000% Grey,,,, BB-MO1GY,950,701,,
3,184,collectibles,,New,,112,188,Bearbrick Mika Ninagawa Rose 100% & 400% Set Red,,108,, BB-MINR14RD,196,175,,
3,1025,collectibles,,New,,750,1300,Matt Gondek Deconstructed Mouse Figure Multi,,,, MGK-DEMFMTI,1250,900,,
5,213,collectibles,,New,,244,750,Bearbrick Billionaire Boys Club Astronaut 400% White,,82,, BB-BIBCA4WH,229,205,,
3,144,collectibles,,New,,100,195,Takashi Murakami Flower 30cm Plush Pink/Black,,90,, TKM-FL3PPKBK,168,105,,
3,137,collectibles,,New,,72,139,Bearbrick Rocketeer 100% & 400% Set Red,,96,, BB-RO14SRD,175,89,,
3,560,collectibles,,New,,310,585,Bearbrick x Despicable Me 3 Dave Minion 1000% Multi,,331,, BB-XDM3DMMTI,800,431,,
3,35,collectibles,,New,,25,,ComplexCon Flower Pin Blue/White,11/4/17 0:00,14,, CX-FPBLWT,35,35,,
3,142,collectibles,,New,,112,235,Bearbrick x BAIT x Godzilla King Of The Monsters 100% & 400% Set Multi,,,, BB-XBXGKOMTII,150,125,,
3,236,collectibles,,New,,124,,Yayoi Kusama Pumpkin Cast Resin Figure Yellow,,280,, YK-PUCRFYW,256,200,,
3,208,collectibles,,New,,151,180,Bearbrick Kamen Rider New No. 100% & 400% Set Black,,108,, BB-KARNN1BK,270,155,,
4,172,collectibles,,New,,250,290,Takashi Murakami Flower 30cm Plush Purple/White,,90,, TKM-FL3PPPWH,225,125,,
4,134,collectibles,,New,,115,129,Bearbrick Stash 100% & 400% Set White,,108,, BB-ST14SWH,157,81,,
3,408,collectibles,,New,,455,900,Slick LA Hands OG Edition Vinyl Figure White/Black,5/28/19 0:00,150,, SLK-LAHOEVFWBK,449,375,,
1731,30,streetwear,,New,"Looking for a new subtle flex? Supreme has been collaborating with Hanes on branded basics for years, delivering boxer briefs, tagless tee shirts, and socks for anyone looking to upgrade their basics in a major way. The Supreme Hanes Crew Sock 4 Pack features a Supreme Logo along the band of the sock. The four pack of black socks has released numerous times throughout the years and retailed for $20 USD.",20,28,Supreme Hanes Socks (4 Pack) Black,,20,, SP-HS4PBK,43,16,,
3,120,collectibles,,New,,105,165,Bearbrick Kidill Bear 100% & 400% Set Blue,,108,, BB-KIB14SBL,130,110,,
3,635,collectibles,,New,,640,670,Bearbrick x Billionaire Boys Club BBC Astronaut 1000% Multi,,429,, BB-XBBCBAMTI,750,470,,
3,520,collectibles,,New,,370,520,Bearbrick x Star Wars Jango Fett 1000% Multi,6/25/16 0:00,331,, BB-XSWJF1MTI,520,520,,
3,197,collectibles,,New,"Does this graphic look familiar? You may have seen it at your local store on a bottle of Shout stain remover. Supreme made this in-house graphic that appeared on t-shirts, sweatshirts, and skateboards for the opening week of their Spring/Summer 2016 collection. This red deck was one of three colors produced, all of which are bright a colorful ways to display your Supreme fandom anywhere around the house, including the laundry room.",100,,Supreme Spin Skateboard Deck Red,2/25/16 0:00,49,, SUP-SPN-SB-RD,240,125,,
4,581,collectibles,,New,,484,687,Bearbrick Robocop 1000% Multi,,375,, BB-RO1MTI,588,575,,
4,50,collectibles,,New,,,65,Bearbrick Rabbrick My Melody 100% Set White,,35,, BB-RAMM1SWH,65,40,,
4,104,collectibles,,New,,85,128,Bearbrick Pennywise 400% White,,85,, BB-PE4WH,110,100,,
4,48,collectibles,,New,,45,87,Palace Palasonic Magazine Multi,,,, PL-PMM,55,30,,
3,708,collectibles,,New,,503,840,Takashi Murakami DOB-kun Figure White,9/26/19 0:00,650,, TKM-DOFWH,750,680,,
1,550,collectibles,,New,,455,797,Bearbrick Medicom Yasuto Sasada Kujaku Peacock 1000% Purple,,850,, BB-MEYSKPPP,550,550,,
4,697,collectibles,,New,,451,570,Bearbrick x Star Wars R2-D2 1000% Multi,7/21/18 0:00,331,, BB-XSWR1MTI,999,580,,
3,30,collectibles,,New,,,55,Bearbrick x Bape x Stash 100% White,8/1/17 0:00,15,, BB-XBXS1WH,31,28,,
1,110,collectibles,,New,,70,,Palace Mayan Two 8.5 Skateboard Deck Black,8/18/17 0:00,53,, PL-MT85DBK,110,110,,
1,150,collectibles,,New,,110,200,Bearbrick Godzilla (Death Goji Burning Ver.) 400% Black,,80,, BB-GOGBV4BK,150,150,,
1,495,collectibles,,New,,300,587,Bearbrick x 2001 A Space Odyssey Space Suit 1000% Orange,,358,, BB-X2ASOSOG,495,495,,
4,115,collectibles,,New,,,135,Bearbrick Phantom 400% Black,,80,, BB-PH4BK,135,100,,
4,850,collectibles,,New,,700,,ComplexCon x Takashi Murakami Mr Dob Kai Kai Kiki (Set of 3) Skateboard Deck Multi,11/5/16 0:00,300,, CX-TMMDKKKSMC,1100,550,,
2,208,collectibles,,New,"Does this graphic look familiar? You may have seen it at your local store on a bottle of Shout stain remover. Supreme made this in-house graphic that appeared on t-shirts, sweatshirts, and skateboards for the opening week of their Spring/Summer 2016 collection. This purple deck was one of three colors produced, all of which are bright a colorful ways to display your Supreme fandom anywhere around the house, including the laundry room.",60,,Supreme Spin Skateboard Deck Purple,2/25/16 0:00,49,, SUP-SPN-SB-PP,220,195,,
2,1179,collectibles,,New,,1150,1600,KAWS Bape Dissected Milo Vinyl Figure Black,,,, K-BADMVFBK,1358,1000,,
1,300,collectibles,,New,"The Terminator T-RIP 400% Bearbrick depicts the antagonist in the classic film, Terminator, featuring Arnold Schwarzeggar. The Terminator T-RIP 400% Bearbrick was released in 2009 and retailed for $64 USD.",136,,Bearbrick x Terminator T-RIP 400% Silver,,64,, BB-XTT4SVR,300,300,,
4,255,collectibles,,New,,,888,BAPE Medicom Toy ABC Bearbrick Clock Blue,12/15/17 0:00,175,, B-METABCBL,270,250,,
1,35,collectibles,,New,,18,59,ComplexCon Flower Headband Blue,11/4/17 0:00,10,, CX-FHBL,35,35,,
1,1000,collectibles,,New,,1150,2499,KAWS Partners Vinyl Figure Grey,,,, K-PAVFGY,1000,1000,,
4,219,collectibles,,New,,206,556,BAPE Neighborhood Shark Incense Chamber White,4/20/19 0:00,219,, B-NESICWH,260,200,,
1,609,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",200,,Bearbrick Hajime Sorayama Sexy Robot 100% & 400% Set Chrome,,116,, BB-HASSR1CHRM,609,609,,
1,7500,collectibles,,New,,4200,,Bearbrick Kaws Chomper 1000% Blue,,123,, BB-KAC1BL,7500,7500,,
1,150,collectibles,,New,,136,,Takashi Murakami Flower 30cm Plush Black/White,,90,, TKM-FL3PBW,150,150,,
1,40,collectibles,,New,,16,37,Bearbrick Bartman 100% Yellow,10/1/17 0:00,15,, BB-BA1YW,40,40,,
1,38,collectibles,,Graded,"The Derek Jeter 1993 Topps Rookie card is one of the first cards of the long time Yankee captain. When this card was printed, Jeter was still a teenage draft pick years from making his Major League debut. Before Bowman Chrome was first released, a card from Flagship Topps was the cream of the crop for rookies and prospects. The Derek Jeter 1993 Topps Rookie card may not have a chrome finish or flashy autograph, but it is the quintessential Derek Jeter card.",205,30,Derek Jeter 1993 Topps Rookie #98,,,, TP-DJ1TR93,38,38,,
1,1850,collectibles,,New,,689,2070,Bearbrick x Sacai 1000% Multi,,438,, BBK-XSACAI1000M,1850,1850,,
1,13000,collectibles,,New,,4201,4201,Bearbrick Karimoku Horizon 1000% Wood,,5380,, BB-KAH1WD,13000,13000,,
1,351,collectibles,,New,"The Daft Punk (Tron Legacy Version) 400% Bearbrick 2 Pack features two different Bearbricks, each depicting one of the members of Daft Punk, both wearing Tron influenced costumes. The Tron Legacy Version of the Daft Punk Bearbrick released on January 8th, 2011 and retailed for $121.",200,,Bearbrick Daft Punk Tron Legacy Ver. 2 Pack 400% Silver,1/8/11 0:00,121,, BB-DAPTLV2SVR,351,351,,
4,1328,collectibles,,New,,820,1193,Bearbrick x Keith Haring 1000% Multi,,438,, BBK-XKH1000M,1563,1151,,
1,56,collectibles,,Graded,,46,60,Trae Young 2018 Panini Prizm Rookie #78,,,, PN-TY2PPR18,56,56,,
1,625,collectibles,,New,,150,575,Virgil Abloh x MCA Figures of Speech Teller Book Box Set Multi,6/9/19 0:00,,, VA-XMFOSTMTI,625,625,,
1,200,collectibles,,New,,180,,Takashi Murakami Flower 30cm Plush Purple/Black,,90,, TKM-FL3PPPBK,200,200,,
1,85,collectibles,,New,,,155,KAWS Chum Keychain Clear,,,, K-CHKCLR,85,85,,
1,500,collectibles,,New,,302,858,Bearbrick x Mike Ninagawa Leather Rose 1000% Multi,,429,, BB-XMNLR1MTI,500,500,,
1,220,collectibles,,New,"Due to the characteristics of the product, fine scratches and scratches may remain on the body",200,400,Bearbrick x Tyga x Hajime Sorayama 100% & 400% Set Gold,,116,, BB-XTXHS1GLD,220,220,,
1,145,collectibles,,New,,115,165,Bearbrick Grumpy Bear 400% Blue,,80,, BB-GRB4BL,145,145,,
1,200,collectibles,,New,,105,170,Bearbrick Chewbacca 400% Brown,,80,, BB-CH4BRN,200,200,,
1,1850,collectibles,,New,,1500,2863,KAWS Bearbrick Dissected 400% Brown,,,, K-BED4BRN,1850,1850,,
1,314,collectibles,,New,,139,300,Takashi Murakami Flower 30cm Plush Purple/Blue/Black,,90,, TKM-FL3PPBB,314,314,,
1,1000,collectibles,,New,,150,,KAWS The Twins Vinyl Figure Grey,,,, K-THTVFGY,1000,1000,,
4,4347,collectibles,,New,,4050,4750,KAWS Astro Boy Vinyl Figure Grey,,,, K-ASBVFGY,4588,4000,,
1,450,collectibles,,New,,310,,Bearbrick Fragment Design Reverse Model 400% Grey,,79,, BB-FRDRM4GY,450,450,,
1,1958,collectibles,,New,,700,1349,Bearbrick Karimoku Iroko 400% Wood,,968,, BB-KAI4WD,1958,1958,,
1,8300,collectibles,,New,,7100,7100,KAWS Pinocchio & Jiminy Cricket Vinyl Figure Multi,,,, K-PIJCVFMTI,8300,8300,,
1,142,collectibles,,New,,,189,Bearbrick Negora Oddeye 400% Cream,,80,, BB-NEO4CRM,142,142,,
1,525,collectibles,,New,,426,675,Hebru Brantley Flyboy Oops! Mellow Yellow Edition Vinyl Figure Multi,,,, HB-FLOMYEVMTI,525,525,,
1,509,collectibles,,New,,500,625,Bearbrick x 2001 A Space Odyssey Space Suit 1000% Yellow,,358,, BB-X2ASOSYW,509,509,,
5,220,collectibles,,New,,251,349,Bearbrick A Bathing Ape 1st Camo Shark 400% Blue,,80,, BB-ABA1CSBL,250,209,,
1,25,collectibles,,New,,18,32,Bearbrick Knightmare Batman 100% Black,8/1/17 0:00,15,, BB-KNB1BK,25,25,,
4,91,collectibles,,New,,60,75,KAWS Companion Flayed Lenticular Postcard (Set of 4) Multi,9/19/19 0:00,15,, K-COFLPOMTI,109,85,,
5,47,collectibles,,New,,,69,Hypebeast Magazine Issue 21: The Renaissance Issue - Basquiat Cover Book Multi,3/1/18 0:00,15,, HB-MI21TRIBCBM,58,40,,
1,400,collectibles,,New,,400,1000,Bearbrick x Porter Tanker 1000% Sage Green,,448,, BB-XPT1SG,400,400,,
1,780,collectibles,,New,,201,549,Cote Escriva Creepy Badass Vinyl Figure Gold,,,, CEV-CRBVFGLD,780,780,,
1,70,collectibles,,New,,,150,Bearbrick Mikey Flocky Ver. 100% & 400% Set White/Red,,85,, BB-MIFV14WHRD,70,70,,
1,1980,collectibles,,New,,401,2800,Bearbrick Daft Punk (Discovery Ver.) 1000% Multi,,,, BB-DAPV1MTI,1980,1980,,
1,75,collectibles,,New,,16,95,ComplexCon Flower Candle White,11/3/18 0:00,70,, CC-FLWRCNDL-WH,75,75,,
6,229,collectibles,,New,"Born in Tucson, Arizona, Raymond Pettibon came to prominence for his work in the punk rock scene in the 1980s. He is most well known for his creation of the Black Flag logo. His drawings are often comic-like in nature, but feature harsh and ironic text alongside the stark black and white images. It's not unusual for Pettibon to depict violent acts or include anti-authoritarian imagery in his art. In this deck, titled ""Blood & Sperm"", he depicts a police officer vomiting at a crime scene. An important figure in both the art and punk-rock scene, you'll definitely want to add this Supreme deck to your collection.",130,435,Supreme Raymond Pettibon Blood & Sperm Skateboard Deck Multi,9/18/14 0:00,78,, SP-RPBSSM,350,150,,
5,513,collectibles,,New,,340,599,Bearbrick x The Muppets Kermit The Frog 1000% Green,,358,, BB-XTMKTFGN,676,350,,
6,221,collectibles,,New,,148,350,Bearbrick Moon 100% & 400% Grey,7/20/19 0:00,,, BB-MO14GY,286,170,,
6,303,collectibles,,New,,200,379,Steven Harrington x ICECREAM Cosmic Cone (Blind Box Assortment) Figure Pink Cone,6/1/19 0:00,,, SHN-XICCBPC,350,280,,
5,457,collectibles,,New,,265,469,Bearbrick x Kellogg's Tony The Tiger 1000% Multi,,358,, BB-XKTTT1MTI,574,420,,
1,321,collectibles,,New,,171,425,Steven Harrington Gotcha Figure Vintage,1/25/19 0:00,225,, SHN-GOFVNTG,321,321,,
1,350,collectibles,,New,,50,,Bearbrick Darth Vader & Stormtrooper 2 Pack 100% Black,10/1/17 0:00,30,, BB-DAVS2PBK,350,350,,
5,535,collectibles,,New,,200,580,Bearbrick x Suicide Squad The Joker 1000% Multi,,331,, BB-XSSTJ1MTI,639,450,,
6,106,collectibles,,New,,95,128,Bearbrick SSUR 400% Black/White,,80,, BB-SS4BW,125,98,,
6,34,collectibles,,New,,25,60,Daniel Arsham Snark Park Snarky Plush White,,,, DA-SNPSPWH,45,20,,
6,20,collectibles,,New,,,20,ComplexCon Graduate Pin Gold,11/4/17 0:00,15,, CX-GPGD,23,15,,
6,113,collectibles,,New,,110,129,Bearbrick Garfield 400% Yellow,,80,, BB-GA4YW,129,88,,
2,86,collectibles,,New,,,130,Bearbrick Amplifier Zerry 400% Multi,,85,, BB-AMZ4MTI,108,64,,
6,516,collectibles,,New,,413,575,Bearbrick Kyne 1000% Light Blue,,313,, BB-KY1LBL,650,445,,
6,73,collectibles,,New,,55,74,Supreme Shears Skateboard Deck White,6/27/19 0:00,49,, SUP-SHSWH,80,60,,
4,3556,collectibles,,New,,3043,,Takashi Murakami Flower 2M Plush Rainbow,11/4/17 0:00,4000,, CX-CF200CMPR,3675,3500,,
6,303,collectibles,,New,,225,475,Bearbrick A Bathing Ape 1st Camo Shark 400% Black,,80,, BB-ABA1CSBK,350,257,,
6,103,collectibles,,New,,88,104,Bearbrick Stay Puft Marshmallow Man Anger Face 400% White,,80,, BB-STPMMAFWH,115,80,,
5,109,collectibles,,New,,15,100,FTP Psycho Skateboard Deck Multi,6/3/19 0:00,58,, FTP-PSDMTI,120,97,,
6,148,collectibles,,New,,130,159,Bearbrick Phil Frost 100% & 400% Set Tan,,108,, BB-PHF14STAN,175,125,,
6,199,collectibles,,New,,69,248,BAPE x Undefeated Hawaiian Collection Skateboard Skateboard Deck Island Blue,,159,, BA-XUHCSDIBL,280,130,,
6,562,collectibles,,New,,380,505,Bearbrick x Sesame Street Big Bird 1000% Yellow,,331,, BB-XSSBB1YW,800,251,,
2,645,collectibles,,New,,374,675,Bearbrick x Gremlins Muveil Gizmo 1000% Multi,,322,, BB-XGMG1MTI,650,640,,
6,162,collectibles,,New,,77,,Takashi Murakami Flower Plush 30 CM Yellow,11/3/18 0:00,100,, CX-FP30CYL,190,109,,
5,568,collectibles,,New,,480,680,Bearbrick x Sesame Street Cookie Monster 1000% Blue,,331,, BB-XSSCM1BL,694,433,,
2,3120,collectibles,,New,,2100,3100,KAWS Passing Through Companion Vinyl Figure (2013) Brown,,,, K-PATCVFBRN,3239,3000,,
